timestamp,tweet_text,username,all_hashtags,followers_count
2022-06-14 02:56:07+00:00,b'#carbonbrush #industrialcarbonbrush #carbon #dcmotorcarbonbrush #handtoolcarbonbrush #alternatorcarbonbrush #commutatorcarbonbrush #powertoolcarbonbrush #bea #beaelectronics Article Name- FE504003-105G028S Application- Alternator Material - Copper Graphite https://t.co/qmsbgbAFMf',b'bea_electronics',"['carbonbrush', 'industrialcarbonbrush', 'carbon', 'dcmotorcarbonbrush', 'handtoolcarbonbrush', 'alternatorcarbonbrush', 'commutatorcarbonbrush', 'powertoolcarbonbrush', 'bea', 'beaelectronics']",1
2022-06-14 02:55:32+00:00,b'#carbonbrush #industrialcarbonbrush #carbon #dcmotorcarbonbrush #handtoolcarbonbrush #alternatorcarbonbrush #commutatorcarbonbrush #powertoolcarbonbrush #bea #beaelectronics Article Name- FE504002-120G003S Application- DC Motor Material - Copper Graphite https://t.co/kXLmIRKQUe',b'bea_electronics',"['carbonbrush', 'industrialcarbonbrush', 'carbon', 'dcmotorcarbonbrush', 'handtoolcarbonbrush', 'alternatorcarbonbrush', 'commutatorcarbonbrush', 'powertoolcarbonbrush', 'bea', 'beaelectronics']",1
2022-06-14 02:45:01+00:00,b'Day 13 of 30 - Carbon Offset in the Metaverse #30DaysOfMetaverse #challenge   What will offset the offset? Do footprints in the mud last or do we only walk on sandy beaches? #Metaverse #NFT #NFTshill #Carbon #NFTs #Footprints  https://t.co/8QO1jKtJo5',b'iamtechnikole',"['30DaysOfMetaverse', 'challenge', 'Metaverse', 'NFT', 'NFTshill', 'Carbon', 'NFTs', 'Footprints']",1073
2022-06-14 02:38:16+00:00,"b'Enjoyed the impressive and professional presentation of Sri Mulyani Indrawati , Minister of Finance of the Republic of #indonesia: #carbon #taxing and creating a market for #trading, boosting #investments in #renewables through significant engagement with foreign investors. https://t.co/1QAMhxC4nN'",b'ARamsundersingh',"['indonesia', 'carbon', 'taxing', 'trading', 'investments', 'renewables']",508
2022-06-14 02:34:00+00:00,"b""\xe2\x80\x98Sacred forests\xe2\x80\x99 in West Africa capture carbon and keep soil healthy https://t.co/i6UG9LzZHV It's important that land users, whether in the agricultural and forestry sector or urban gardeners, know of the benefits of conserving organic carbon. #carbon #cliamtecrisis""",b'GreenEdToday',"['carbon', 'cliamtecrisis']",2366
2022-06-14 02:28:49+00:00,"b""So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #carbon #adidas: https://t.co/soFYZYMHlm https://t.co/USPfwoCC2I""",b'kandielove_',"['poshmark', 'fashion', 'style', 'shopmycloset', 'carbon', 'adidas']",2
2022-06-14 01:28:04+00:00,"b""So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #carbon: https://t.co/NC50FS5hqJ https://t.co/zpj69l2DLm""",b'MidoriCollect',"['poshmark', 'fashion', 'style', 'shopmycloset', 'carbon']",98
2022-06-14 00:44:09+00:00,"b'\xf0\x9f\x8c\xb3\xf0\x9f\x8d\x82 When it comes to strategies to curb #climatechange, people often look to #trees as a very effective way to do so. Currently, #forests can absorb large amounts of the planet-warming #carbon dioxide that people send into the #atmosphere by burning #fossilfuels. https://t.co/zmIxgyZUh0'",b'GreenTradeCO2',"['climatechange', 'trees', 'forests', 'carbon', 'atmosphere', 'fossilfuels']",187
2022-06-13 23:57:36+00:00,"b'With so much attention focused on #carbon markets, figuring out how to get involved can be intimidating. https://t.co/Ur9jiwaSBy https://t.co/pqtkwQI7jg'",b'SuccessfulFarm',['carbon'],67048
2022-06-13 23:47:18+00:00,"b'#Biden is killing the #American economy so that #China can emit even more #carbon into the atmosphere. How \xe2\x80\x9cgreen\xe2\x80\x9d will the world be when the #CCP, with the planet\xe2\x80\x99s only viable economy, rules us all? https://t.co/r3ouYBw8Tx'",b'GordonGChang',"['Biden', 'American', 'China', 'carbon', 'CCP']",179350
2022-06-13 23:46:34+00:00,"b'3/3 #Carbon County #MT   Bridger High School, 429 W. Park Ave https://t.co/IYeldEmU9P'",b'CEDRdigital',"['Carbon', 'MT']",8911
2022-06-13 23:46:34+00:00,"b'2/3 #Carbon County #MT   Gruell Building Carbon County Fairgrounds, 96 Rodeo Drive Red Lodge  https://t.co/cFlBZRrRJR'",b'CEDRdigital',"['Carbon', 'MT']",8911
2022-06-13 23:10:53+00:00,b'Ian Miller research associate MIT Energy Initiative USA stated it takes 70 pounds of coal to produce the energy required to charge a 66 kWh electric car battery &amp; 8 gallons of Oil  hmm so are green because of reduced emissions - still using fossil fuels. @nyunggai #auspol #carbon',b'leighsmusic',"['auspol', 'carbon']",2915
2022-06-13 23:04:09+00:00,"b'""... #carbon intensity of #corn #ethanol produced under the #RFS is no less than #gasoline and likely at least 24% higher."" ( https://t.co/wwZXKQV81e ; https://t.co/D1EoyHUne7 ; https://t.co/ymL1pzAqsO ) [ #energy #oil #gas #economy #prices #inflation ] #RenewableFuelStandard https://t.co/ikqnmKBAfn https://t.co/tcQEq3cbwG'",b'_Prometeusz_',"['carbon', 'corn', 'ethanol', 'RFS', 'gasoline', 'energy', 'oil', 'gas', 'economy', 'prices', 'inflation', 'RenewableFuelStandard']",23
2022-06-13 22:45:00+00:00,b'A #Purines is a 6-membered ring of #carbon &amp; #nitrogen atoms.  A #Purine is a 6-membered ring fused to a 5-membered ring.  #Biology #Science #Learning https://t.co/n4V5hYW4N5',b'AspiringSciMom',"['Purines', 'carbon', 'nitrogen', 'Purine', 'Biology', 'Science', 'Learning']",74
2022-06-13 22:35:13+00:00,b'On days like this the best thing to do is invest in projects that you know will survive these market conditions such as #AWRT or #Carbon\xe2\x80\xa6 projects with real utility!! \xf0\x9f\x8c\x8e\xf0\x9f\x94\xa5 #AWC',b'Don__Crypto__',"['AWRT', 'Carbon', 'AWC']",5004
2022-06-13 22:22:34+00:00,"b'Thanks, @AndreasenJack!  For those in DC, planning a DAC bike party for June 20th (this Monday), starting in Capitol Hill and ending with drinks! Come see @AndreasenJack, @p_freudenstein, and @rorypjacobson live, in person! #carbon #DirectAirCapture #DAC DM me for more info! https://t.co/z1x04I5Zmd'",b'DannyBroberg',"['carbon', 'DirectAirCapture', 'DAC']",355
2022-06-13 22:00:33+00:00,"b'Yet, fast fashion has a significant #environmental impact. According to the #UN Environment Programme, the industry is the second-biggest consumer of #water and is responsible for 8-10% of global #carbon #emissions.  https://t.co/T04racz27e  #fastfashion'",b'EarthOrg',"['environmental', 'UN', 'water', 'carbon', 'emissions', 'fastfashion']",2768
2022-06-13 21:47:15+00:00,"b'Why It\xe2\x80\x99s So Hard To Talk About Decarbonizing Food, And Especially Meat #AnimalRights #AnimalAgriculture #meat #carbon #GoVegan https://t.co/Eyk7NSazpP'",b'Dragofix',"['AnimalRights', 'AnimalAgriculture', 'meat', 'carbon', 'GoVegan']",4982
2022-06-13 21:34:13+00:00,b'They all know #BorisJohnsonOut #SueGrayReport #Science #help #carbon',b'Sp72298066',"['BorisJohnsonOut', 'SueGrayReport', 'Science', 'help', 'carbon']",11
2022-06-13 21:28:40+00:00,"b""So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #pinkvictoriassecret #carbon #lululemonathletica: https://t.co/ZrGwYfkK0O https://t.co/4vdpdB8caE""",b'Shirley11992683',"['poshmark', 'fashion', 'style', 'shopmycloset', 'pinkvictoriassecret', 'carbon', 'lululemonathletica']",46
2022-06-13 21:14:58+00:00,"b""Don't let anyone steal your shine! It's not your fault you shine brighter than others.  #shine #brighter #diamond #carbon https://t.co/0JN06D2Mw7""",b'sandiwebster',"['shine', 'brighter', 'diamond', 'carbon']",507
2022-06-13 21:05:02+00:00,"b'Large #corporations and governments are pumping billions into the #technology decades away from maturity.   How money should be split between #emissions reductions today &amp; #carbon removal down the road is a fine balancing act, experts say: https://t.co/oVnmvMI107  #climatecrisis'",b'PreferbyNature',"['corporations', 'technology', 'emissions', 'carbon', 'climatecrisis']",2243
2022-06-13 20:00:29+00:00,"b'For both your carbon and stainless steel pipe requirements, we offer precision saw cutting services. Send us your single or multi-cut job requirements to get started! https://t.co/TeHp9yXZVq  #sawcutting #machiningmonday #metalmachining #steel #carbon https://t.co/l0J6ucosLa'",b'ProcessSupplyUS',"['sawcutting', 'machiningmonday', 'metalmachining', 'steel', 'carbon']",39
2022-06-13 19:56:22+00:00,"b'Going Green - We switched to fully #solar energy at Azura this past year, with the first #Tesla powered solar facility in Mozambique. All part of our commitment to reducing our #carbon footprint. We also introduced a carbon offset program for our guests for their travel to Azura. https://t.co/HKuB9d4R0u'",b'Azuraretreats',"['solar', 'Tesla', 'carbon']",1136
2022-06-13 19:48:06+00:00,b'C$58.73 - #FreeShipping | Here&amp;#39;s a deal that&amp;#39;s going to make your summer fun!  Promithi High Carbon Steel Forging Handmade #Promithi       \xf0\x9f\x91\x89 https://t.co/JXoewJc7f9       #sharious  #canadianbestseller  #canada #usa #product #Butcher  #Carbon  #Chef . https://t.co/X4cWTXV39U',b'kanadianbest',"['FreeShipping', 'Promithi', 'sharious', 'canadianbestseller', 'canada', 'usa', 'product', 'Butcher', 'Carbon', 'Chef']",676
2022-06-13 19:44:23+00:00,"b'So psyched ""The 2030 Forecast"" made it into  @ftmoralmoney today!  You know you\'ve done something right if @gilliantett writes it up!  @doconomy @Kayrros #emissions #carbon #COP27 #climateliteracy #empowerment #carbonbudget #KayrrosCarbonWatch  https://t.co/fMO6FhWzLd'",b'antoine_halff',"['emissions', 'carbon', 'COP27', 'climateliteracy', 'empowerment', 'carbonbudget', 'KayrrosCarbonWatch']",2621
2022-06-13 19:26:56+00:00,b'want to buy   Carbon Black  N 330 N 550  #dry and #wet types  #cfr #karachi #pakistan   #carbonblack #carbon #black #n330 #n550 #pigments #pigments #tyres #tires #gumrosin #rosin #tradetracks #venus #fahim #adhesive #rosinester #maleic #glycerin #pentane #heptane #hexan #polol',b'TradeTracksPak',"['dry', 'wet', 'cfr', 'karachi', 'pakistan', 'carbonblack', 'carbon', 'black', 'n330', 'n550', 'pigments', 'pigments', 'tyres', 'tires', 'gumrosin', 'rosin', 'tradetracks', 'venus', 'fahim', 'adhesive', 'rosinester', 'maleic', 'glycerin', 'pentane', 'heptane', 'hexan', 'polol']",38
2022-06-13 19:23:03+00:00,"b""@PierrePoilievre They don't. Your personal #carbon RATION is next. https://t.co/th4FneWpZw #ClimateChange #CarbonTax #ClimateTyranny https://t.co/NJXuchXIy6""",b'FriendsOScience',"['carbon', 'ClimateChange', 'CarbonTax', 'ClimateTyranny']",41451
2022-06-13 19:21:54+00:00,b'humans are #nonrenewable resources   measured by #time  limited by capacity  capable of more together than alone  much like #carbon atoms',b'thelenayouknow',"['nonrenewable', 'time', 'carbon']",61
2022-06-13 19:08:39+00:00,"b""Where is @UKLabour on builders-from-hell NatHighways' rural AT routes/heritage bridge vandalism?  \xe2\x9b\x94\xef\xb8\x8f Defund\xf0\x9f\x91\x8d  \xe2\x9b\x94\xef\xb8\x8f Maintenance-only retention\xf0\x9f\x91\x8d  \xe2\x9b\x94\xef\xb8\x8f Fund AT/PT network\xf0\x9f\x91\x8d  @TransportActio2 @jonburkeUK @CBTransport  @GeorgeMonbiot @LouHaigh @ChrisGPackham  #Cement #carbon #crisis\xf0\x9f\x94\xa5 https://t.co/sle1WUcjMK""",b'XRCamden',"['Cement', 'carbon', 'crisis']",2614
2022-06-13 19:00:16+00:00,"b""Watch our GreenBiz Studio interview to hear from @Novelis's Pierre Labat on reducing #carbon through #aluminum #recycling https://t.co/YZt0Z1Ob45 #sponsored https://t.co/IGhVdfaWkI""",b'GreenBiz',"['carbon', 'aluminum', 'recycling', 'sponsored']",108811
2022-06-13 18:50:56+00:00,b'#fordvsferrari #ford #fordgt #ferrari #ferrarrif50 #f50 #carbon #clearbra #xpel #ppf #paintprotectionfilm #ceramicpro #ceramiccoating #scottsdale #scottsdaledetailing #elite #arizona #trustworthy #trusted @ Detail BOSS https://t.co/8IsYRtso2V',b'TheDetailBoss',"['fordvsferrari', 'ford', 'fordgt', 'ferrari', 'ferrarrif50', 'f50', 'carbon', 'clearbra', 'xpel', 'ppf', 'paintprotectionfilm', 'ceramicpro', 'ceramiccoating', 'scottsdale', 'scottsdaledetailing', 'elite', 'arizona', 'trustworthy', 'trusted']",88
2022-06-13 18:33:01+00:00,b'Now up on the new #CarbonSensePodcast: Sarah Sellars from talks about crucial #carbon market questions for Illinois farmers to consider. Listen here or wherever you stream podcasts: https://t.co/jUukv7e3uH https://t.co/P6irvQDHSF',b'ILSoyAdvisor',"['CarbonSensePodcast', 'carbon']",2244
2022-06-13 18:26:11+00:00,"b""Tracking carbon footprints and doing more with less. We're all about technology that empowers growers. Way to be a leader @eppersonfarms! @Missouri Farmers Care https://t.co/Ay5ysOQayz #Conservis #carbon #sustainability #farmmanagement https://t.co/VXg1oDJFnj""",b'Conservis',"['Conservis', 'carbon', 'sustainability', 'farmmanagement']",1307
2022-06-13 18:00:29+00:00,b'Why CFOs Are Terrified of Carbon: https://t.co/Ar6jLzha4T  #Carbon #EnergyIndustry #DigitalEnergy https://t.co/drNPIZq4JR',b'geoffreycann',"['Carbon', 'EnergyIndustry', 'DigitalEnergy']",2507
2022-06-13 17:47:45+00:00,b'How to turn your garden into a carbon sink https://t.co/mT54LKCZZs  #Garden #Carbon #Plants #Health #Green #Gardening #Planting',b'FarmingSelfie',"['Garden', 'Carbon', 'Plants', 'Health', 'Green', 'Gardening', 'Planting']",106
2022-06-13 17:47:39+00:00,b'Hello city hopping!  Actually one of my most comfortable and relaxed travel journeys today\xe2\x80\xa6  STR - PARIS - LONDON with 315 km/h high speed trains\xe2\x80\xa6 #carbon zero \xf0\x9f\x9a\x86  We need to rethink #Mobility if we take #Sustainability seriously I am just saying\xe2\x80\xa6 https://t.co/ExftScatzo',b'SophiaRoediger',"['carbon', 'Mobility', 'Sustainability']",2463
2022-06-13 17:39:52+00:00,b'ZENIQ is proud to have strong partners like Tupan to build real-world use cases on their ZENIQ Smart Chain   https://t.co/oAku3JzRLx  #zeniq #tupan #token #co2 #blockchain #minting #web3  #invest #investing #exchange #certificates #co2certficiates #carbon #carbonmarket',b'sierackimilosz',"['zeniq', 'tupan', 'token', 'co2', 'blockchain', 'minting', 'web3', 'invest', 'investing', 'exchange', 'certificates', 'co2certficiates', 'carbon', 'carbonmarket']",97
2022-06-13 17:30:39+00:00,"b""AIA Conference on #Architecture, June 22-25, #Chicago #Illinois: https://t.co/53XYP3P8wo Check out the show's #greenbuilding content! @AIANational #architecture #building #construction #carbon #decarbonization #energyefficiency #zerowaste #resilience @AIAChicago @BarackObama https://t.co/QvQnVvzXQu""",b'NJgreenbuilding',"['Architecture', 'Chicago', 'Illinois', 'greenbuilding', 'architecture', 'building', 'construction', 'carbon', 'decarbonization', 'energyefficiency', 'zerowaste', 'resilience']",354
2022-06-13 17:18:37+00:00,"b'@AndrewRTDavies @PrifWeinidog Agriculture is not the only food grower here in Wales, Mussel farming has historically produced at times up to 9000t of sustainable shellfish a season. We seed, we plant per hectare, we have a tractor (albeit no wheels). No pesticides, where\xe2\x80\x99s our support? #Sustainable #Carbon'",b'Wjj66W',"['Sustainable', 'Carbon']",1724
2022-06-13 17:15:05+00:00,"b'Western Resilience Series, @USGBCMountain Region: #ExtremeHeat, Online, June 22, 12 pm: https://t.co/sEb2GmW2TT @USGBC @BluePlanetSyst1 #resilience #heat #heatwaves #agriculture #cities #carbon #GHGs #SDGs #globalwarming #climatechange #climatecrisis #environment #WesternUS https://t.co/JMGj3OG1YR'",b'CAGreenbuilding',"['ExtremeHeat', 'resilience', 'heat', 'heatwaves', 'agriculture', 'cities', 'carbon', 'GHGs', 'SDGs', 'globalwarming', 'climatechange', 'climatecrisis', 'environment', 'WesternUS']",322
2022-06-13 17:09:34+00:00,b'#10km3x2 student forever youth queries what does #NIH say ? path of true learning is filled with #rocks not #roses #K12 #STEM didn\xe2\x80\x99t you love | the value of forgotten #ideas https://t.co/ODJwml3s0u yet argue #biodiverdity verify #carbon #Stockholm50 #COP27 @WhartonRiskCtr #YOUTH https://t.co/aqNtgQynZ8 https://t.co/C0LffJ65uq',b'tamraraven',"['10km3x2', 'NIH', 'rocks', 'roses', 'K12', 'STEM', 'ideas', 'biodiverdity', 'carbon', 'Stockholm50', 'COP27', 'YOUTH']",2887
2022-06-13 16:46:52+00:00,"b""Kew Insurance's team is #passionate to do all we can to #reduce our #carbon #footprint. We have a leaflet full of great ways to keep your #home #environmentally friendly. If you have a quote from Simply Secure ask for our leaflet. You'd be surprised how simple measures can help.""",b'SimplySecure1',"['passionate', 'reduce', 'carbon', 'footprint', 'home', 'environmentally']",610
2022-06-13 16:43:21+00:00,"b'https://t.co/iXxmTs4SMq Report: cutting #carbon emissions from planes is going to be difficult\xe2\x80\x94but not impossible. With enough funding, policy support, and alternative fuel, #aviation can make enough progress to help the world reach global climate targets by 2050.'",b'ADITAeroDef',"['carbon', 'aviation']",286
2022-06-13 16:31:28+00:00,"b'OPINION: The government still has a lot of work to do to find the right balance: an offset system sufficiently inviting to entice investment in #emissions-reducing activity, but not so loose as to undermine the integrity of the entire #carbon-pricing system.'",b'BizSustainably',"['emissions', 'carbon']",553
